Time,Data
2024-04-20 22:01:32,license Code Recognition system has been shut down.
2024-04-20 22:02:24,licenseCode Recognizer has been started...
2024-04-20 22:02:24,license Code Recognition system has been shut down.
2024-04-20 22:02:27,person Location Checker has been started...
2024-04-20 22:02:31,licenseCode Recognizer has been started...
2024-04-20 22:02:31,license Code Recognition system has been shut down.
2024-04-20 22:02:32,licenseCode Recognizer has been started...
2024-04-20 22:02:32,license Code Recognition system has been shut down.
2024-04-20 22:02:32,licenseCode Recognizer has been started...
2024-04-20 22:02:32,license Code Recognition system has been shut down.
2024-04-20 22:03:25,licenseCode Recognizer has been started...
2024-04-20 22:03:25,license Code Recognition system has been shut down.
2024-04-20 22:03:28,person Location Checker has been started...
2024-04-20 22:04:34,licenseCode Recognizer has been started...
2024-04-20 22:04:34,license Code Recognition system has been shut down.
2024-04-20 22:04:37,person Location Checker has been started...
2024-04-20 22:04:41,licenseCode Recognizer has been started...
2024-04-20 22:04:41,license Code Recognition system has been shut down.
2024-04-20 22:04:41,licenseCode Recognizer has been started...
2024-04-20 22:04:41,license Code Recognition system has been shut down.
2024-04-20 22:04:41,licenseCode Recognizer has been started...
2024-04-20 22:04:41,license Code Recognition system has been shut down.
2024-04-20 22:05:31,licenseCode Recognizer has been started...
2024-04-20 22:05:31,license Code Recognition system has been shut down.
2024-04-20 22:05:34,person Location Checker has been started...
2024-04-20 22:05:38,licenseCode Recognizer has been started...
2024-04-20 22:05:38,license Code Recognition system has been shut down.
2024-04-20 22:05:38,licenseCode Recognizer has been started...
2024-04-20 22:05:38,license Code Recognition system has been shut down.
2024-04-20 22:05:39,licenseCode Recognizer has been started...
2024-04-20 22:05:39,license Code Recognition system has been shut down.
2024-04-20 22:06:34,licenseCode Recognizer has been started...
2024-04-20 22:06:34,license Code Recognition system has been shut down.
2024-04-20 22:06:37,person Location Checker has been started...
2024-04-20 22:06:41,licenseCode Recognizer has been started...
2024-04-20 22:06:41,license Code Recognition system has been shut down.
2024-04-20 22:06:42,licenseCode Recognizer has been started...
2024-04-20 22:06:42,license Code Recognition system has been shut down.
2024-04-20 22:06:42,licenseCode Recognizer has been started...
2024-04-20 22:06:42,license Code Recognition system has been shut down.
2024-04-20 23:12:39,licenseCode Recognizer has been started...
2024-04-20 23:12:39,license Code Recognition system has been shut down.
2024-04-20 23:12:39,person Location Checker has been started...
2024-04-20 23:12:41,licenseCode Recognizer has been started...
2024-04-20 23:12:41,licenseCode Recognizer has been started...
2024-04-20 23:12:41,license Code Recognition system has been shut down.
2024-04-20 23:12:41,license Code Recognition system has been shut down.
2024-04-20 23:12:41,licenseCode Recognizer has been started...
2024-04-20 23:12:41,license Code Recognition system has been shut down.
2024-04-21 01:57:18,licenseCode Recognizer has been started...
2024-04-21 01:57:18,license Code Recognition system has been shut down.
2024-04-21 01:57:18,person Location Checker has been started...
2024-04-21 01:57:20,licenseCode Recognizer has been started...
2024-04-21 01:57:20,license Code Recognition system has been shut down.
2024-04-21 01:57:20,licenseCode Recognizer has been started...
2024-04-21 01:57:20,license Code Recognition system has been shut down.
2024-04-21 01:57:21,licenseCode Recognizer has been started...
2024-04-21 01:57:21,license Code Recognition system has been shut down.
2024-04-21 01:58:41,licenseCode Recognizer has been started...
2024-04-21 01:58:41,license Code Recognition system has been shut down.
2024-04-21 01:58:41,person Location Checker has been started...
2024-04-21 01:58:43,licenseCode Recognizer has been started...
2024-04-21 01:58:43,licenseCode Recognizer has been started...
2024-04-21 01:58:43,licenseCode Recognizer has been started...
2024-04-21 01:58:43,license Code Recognition system has been shut down.
2024-04-21 01:58:43,license Code Recognition system has been shut down.
2024-04-21 01:58:43,license Code Recognition system has been shut down.
2024-04-21 01:59:39,licenseCode Recognizer has been started...
2024-04-21 01:59:39,license Code Recognition system has been shut down.
2024-04-21 01:59:39,person Location Checker has been started...
2024-04-21 01:59:41,licenseCode Recognizer has been started...
2024-04-21 01:59:41,license Code Recognition system has been shut down.
2024-04-21 01:59:41,licenseCode Recognizer has been started...
2024-04-21 01:59:41,license Code Recognition system has been shut down.
2024-04-21 01:59:41,licenseCode Recognizer has been started...
2024-04-21 01:59:41,license Code Recognition system has been shut down.
2024-04-21 02:02:49,licenseCode Recognizer has been started...
2024-04-21 02:02:49,license Code Recognition system has been shut down.
2024-04-21 02:02:49,person Location Checker has been started...
2024-04-21 02:02:52,licenseCode Recognizer has been started...
2024-04-21 02:02:52,licenseCode Recognizer has been started...
2024-04-21 02:02:52,license Code Recognition system has been shut down.
2024-04-21 02:02:52,license Code Recognition system has been shut down.
2024-04-21 02:02:52,licenseCode Recognizer has been started...
2024-04-21 02:02:52,license Code Recognition system has been shut down.
2024-04-21 02:03:58,licenseCode Recognizer has been started...
2024-04-21 02:03:58,license Code Recognition system has been shut down.
2024-04-21 02:03:58,person Location Checker has been started...
2024-04-21 02:04:02,licenseCode Recognizer has been started...
2024-04-21 02:04:02,license Code Recognition system has been shut down.
2024-04-21 02:04:02,licenseCode Recognizer has been started...
2024-04-21 02:04:02,licenseCode Recognizer has been started...
2024-04-21 02:04:02,license Code Recognition system has been shut down.
2024-04-21 02:04:02,license Code Recognition system has been shut down.
2024-04-21 02:06:29,licenseCode Recognizer has been started...
2024-04-21 02:06:29,license Code Recognition system has been shut down.
2024-04-21 02:06:29,person Location Checker has been started...
2024-04-21 02:06:33,licenseCode Recognizer has been started...
2024-04-21 02:06:33,license Code Recognition system has been shut down.
2024-04-21 02:06:33,licenseCode Recognizer has been started...
2024-04-21 02:06:33,license Code Recognition system has been shut down.
2024-04-21 02:06:33,licenseCode Recognizer has been started...
2024-04-21 02:06:33,license Code Recognition system has been shut down.
2024-04-21 02:07:53,licenseCode Recognizer has been started...
2024-04-21 02:07:53,license Code Recognition system has been shut down.
2024-04-21 02:07:53,person Location Checker has been started...
2024-04-21 02:07:57,licenseCode Recognizer has been started...
2024-04-21 02:07:57,license Code Recognition system has been shut down.
2024-04-21 02:07:57,licenseCode Recognizer has been started...
2024-04-21 02:07:57,license Code Recognition system has been shut down.
2024-04-21 02:07:57,licenseCode Recognizer has been started...
2024-04-21 02:07:57,license Code Recognition system has been shut down.
2024-04-21 02:10:51,licenseCode Recognizer has been started...
2024-04-21 02:10:51,license Code Recognition system has been shut down.
2024-04-21 02:10:51,person Location Checker has been started...
2024-04-21 02:10:55,licenseCode Recognizer has been started...
2024-04-21 02:10:55,licenseCode Recognizer has been started...
2024-04-21 02:10:55,licenseCode Recognizer has been started...
2024-04-21 02:10:55,license Code Recognition system has been shut down.
2024-04-21 02:10:55,license Code Recognition system has been shut down.
2024-04-21 02:10:55,license Code Recognition system has been shut down.
2024-04-21 02:24:28,licenseCode Recognizer has been started...
2024-04-21 02:24:28,license Code Recognition system has been shut down.
2024-04-21 02:24:28,person Location Checker has been started...
2024-04-21 02:24:31,licenseCode Recognizer has been started...
2024-04-21 02:24:31,licenseCode Recognizer has been started...
2024-04-21 02:24:31,licenseCode Recognizer has been started...
2024-04-21 02:24:31,license Code Recognition system has been shut down.
2024-04-21 02:24:31,license Code Recognition system has been shut down.
2024-04-21 02:24:31,license Code Recognition system has been shut down.
2024-04-21 02:26:53,licenseCode Recognizer has been started...
2024-04-21 02:26:53,license Code Recognition system has been shut down.
2024-04-21 02:26:53,person Location Checker has been started...
2024-04-21 02:26:57,licenseCode Recognizer has been started...
2024-04-21 02:26:57,license Code Recognition system has been shut down.
2024-04-21 02:26:57,licenseCode Recognizer has been started...
2024-04-21 02:26:57,licenseCode Recognizer has been started...
2024-04-21 02:26:57,license Code Recognition system has been shut down.
2024-04-21 02:26:57,license Code Recognition system has been shut down.
2024-04-21 02:27:51,licenseCode Recognizer has been started...
2024-04-21 02:27:51,license Code Recognition system has been shut down.
2024-04-21 02:27:51,person Location Checker has been started...
2024-04-21 02:27:55,licenseCode Recognizer has been started...
2024-04-21 02:27:55,license Code Recognition system has been shut down.
2024-04-21 02:27:55,licenseCode Recognizer has been started...
2024-04-21 02:27:55,license Code Recognition system has been shut down.
2024-04-21 02:27:55,licenseCode Recognizer has been started...
2024-04-21 02:27:55,license Code Recognition system has been shut down.
2024-04-21 02:28:40,licenseCode Recognizer has been started...
2024-04-21 02:28:40,license Code Recognition system has been shut down.
2024-04-21 02:28:40,person Location Checker has been started...
2024-04-21 02:28:44,licenseCode Recognizer has been started...
2024-04-21 02:28:44,license Code Recognition system has been shut down.
2024-04-21 02:28:44,licenseCode Recognizer has been started...
2024-04-21 02:28:44,license Code Recognition system has been shut down.
2024-04-21 02:28:44,licenseCode Recognizer has been started...
2024-04-21 02:28:44,license Code Recognition system has been shut down.
2024-04-21 02:29:15,licenseCode Recognizer has been started...
2024-04-21 02:29:15,license Code Recognition system has been shut down.
2024-04-21 02:29:15,person Location Checker has been started...
2024-04-21 02:29:18,licenseCode Recognizer has been started...
2024-04-21 02:29:18,licenseCode Recognizer has been started...
2024-04-21 02:29:18,license Code Recognition system has been shut down.
2024-04-21 02:29:18,license Code Recognition system has been shut down.
2024-04-21 02:29:18,licenseCode Recognizer has been started...
2024-04-21 02:29:18,license Code Recognition system has been shut down.
2024-04-21 02:29:46,licenseCode Recognizer has been started...
2024-04-21 02:29:46,license Code Recognition system has been shut down.
2024-04-21 02:29:46,person Location Checker has been started...
2024-04-21 02:29:50,licenseCode Recognizer has been started...
2024-04-21 02:29:50,licenseCode Recognizer has been started...
2024-04-21 02:29:50,licenseCode Recognizer has been started...
2024-04-21 02:29:50,license Code Recognition system has been shut down.
2024-04-21 02:29:50,license Code Recognition system has been shut down.
2024-04-21 02:29:50,license Code Recognition system has been shut down.
2024-04-21 02:31:11,licenseCode Recognizer has been started...
2024-04-21 02:31:11,license Code Recognition system has been shut down.
2024-04-21 02:31:11,person Location Checker has been started...
2024-04-21 02:31:14,licenseCode Recognizer has been started...
2024-04-21 02:31:14,license Code Recognition system has been shut down.
2024-04-21 02:31:14,licenseCode Recognizer has been started...
2024-04-21 02:31:14,license Code Recognition system has been shut down.
2024-04-21 02:31:14,licenseCode Recognizer has been started...
2024-04-21 02:31:14,license Code Recognition system has been shut down.
2024-04-21 02:31:56,licenseCode Recognizer has been started...
2024-04-21 02:31:56,license Code Recognition system has been shut down.
2024-04-21 02:31:56,person Location Checker has been started...
2024-04-21 02:31:59,licenseCode Recognizer has been started...
2024-04-21 02:31:59,license Code Recognition system has been shut down.
2024-04-21 02:31:59,licenseCode Recognizer has been started...
2024-04-21 02:31:59,license Code Recognition system has been shut down.
2024-04-21 02:31:59,licenseCode Recognizer has been started...
2024-04-21 02:31:59,license Code Recognition system has been shut down.
2024-04-21 02:35:12,licenseCode Recognizer has been started...
2024-04-21 02:35:12,license Code Recognition system has been shut down.
2024-04-21 02:35:12,person Location Checker has been started...
2024-04-21 02:35:16,licenseCode Recognizer has been started...
2024-04-21 02:35:16,license Code Recognition system has been shut down.
2024-04-21 02:35:16,licenseCode Recognizer has been started...
2024-04-21 02:35:16,licenseCode Recognizer has been started...
2024-04-21 02:35:16,license Code Recognition system has been shut down.
2024-04-21 02:35:16,license Code Recognition system has been shut down.
2024-04-21 02:36:07,licenseCode Recognizer has been started...
2024-04-21 02:36:07,license Code Recognition system has been shut down.
2024-04-21 02:36:07,person Location Checker has been started...
2024-04-21 02:36:10,licenseCode Recognizer has been started...
2024-04-21 02:36:10,license Code Recognition system has been shut down.
2024-04-21 02:36:10,licenseCode Recognizer has been started...
2024-04-21 02:36:10,license Code Recognition system has been shut down.
2024-04-21 02:36:10,licenseCode Recognizer has been started...
2024-04-21 02:36:10,license Code Recognition system has been shut down.
2024-04-21 02:38:52,licenseCode Recognizer has been started...
2024-04-21 02:38:52,license Code Recognition system has been shut down.
2024-04-21 02:38:52,person Location Checker has been started...
2024-04-21 02:38:56,licenseCode Recognizer has been started...
2024-04-21 02:38:56,license Code Recognition system has been shut down.
2024-04-21 02:38:56,licenseCode Recognizer has been started...
2024-04-21 02:38:56,license Code Recognition system has been shut down.
2024-04-21 02:38:56,licenseCode Recognizer has been started...
2024-04-21 02:38:56,license Code Recognition system has been shut down.
2024-04-21 02:40:03,licenseCode Recognizer has been started...
2024-04-21 02:40:03,license Code Recognition system has been shut down.
2024-04-21 02:40:03,person Location Checker has been started...
2024-04-21 02:40:06,licenseCode Recognizer has been started...
2024-04-21 02:40:06,license Code Recognition system has been shut down.
2024-04-21 02:40:07,licenseCode Recognizer has been started...
2024-04-21 02:40:07,licenseCode Recognizer has been started...
2024-04-21 02:40:07,license Code Recognition system has been shut down.
2024-04-21 02:40:07,license Code Recognition system has been shut down.
2024-04-21 02:44:31,licenseCode Recognizer has been started...
2024-04-21 02:44:31,license Code Recognition system has been shut down.
2024-04-21 02:44:31,person Location Checker has been started...
2024-04-21 02:44:35,licenseCode Recognizer has been started...
2024-04-21 02:44:35,license Code Recognition system has been shut down.
